품목명,단위,등급,가격,산지,친환경구분,입력일
[감귤]하우스감귤,3kg,특(1등),16500,제주도 서귀포시,일반,20210809
[감귤]하우스감귤,3kg,특(1등),16000,제주도 서귀포시,일반,20210809
[감귤]하우스감귤,3kg,특(1등),19000,제주도 서귀포시,일반,20210809
[감귤]하우스감귤,3kg,특(1등),18500,제주도 서귀포시,일반,20210809
[감귤]하우스감귤,3kg,특(1등),17500,제주도 서귀포시,일반,20210809
[감귤]하우스감귤,3kg,특(1등),13000,제주 서귀포시,일반,20210809
[감귤]하우스감귤,5kg,특(1등),17000,제주 서귀포시,일반,20210809
[감귤]하우스감귤,6kg,없음,36000,제주 서귀포시(2),일반,20210809
[감귤]하우스감귤,6kg,특(1등),31200,제주 서귀포시(2),일반,20210809
[감귤]하우스감귤,6kg,특(1등),27600,제주 서귀포시(2),일반,20210809
[감귤]하우스감귤,3kg,특(1등),19000,제주 서귀포시(2),일반,20210809
[감귤]하우스감귤,3kg,특(1등),17000,제주 서귀포시(2),일반,20210809
[감귤]하우스감귤,.5kg,특(1등),2600,제주도 서귀포시,일반,20210809
[감귤]하우스감귤,.5kg,특(1등),2500,제주도 서귀포시,일반,20210809
[감귤]하우스감귤,3kg,특(1등),17000,제주도 서귀포시,일반,20210809
[감귤]하우스감귤,10kg,특(1등),50000,제주,일반,20210809
[감귤]하우스감귤,3kg,특(1등),17000,제주,일반,20210809
[감귤]하우스감귤,3kg,특(1등),15500,제주,일반,20210809
[감귤]하우스감귤,8kg,특(1등),52800,제주,일반,20210809
[감귤]하우스감귤,8kg,특(1등),41600,제주,일반,20210809
[감귤]하우스감귤,6kg,없음,51600,제주 서귀포시,일반,20210809
[감귤]하우스감귤,6kg,없음,44400,제주 서귀포시,일반,20210809
[감귤]하우스감귤,6kg,없음,43200,제주 서귀포시,일반,20210809
[감귤]하우스감귤,3kg,특(1등),15000,제주 서귀포시,일반,20210809
[감귤]하우스감귤,6kg,없음,42000,제주 서귀포시,일반,20210809
[감귤]하우스감귤,6kg,없음,40800,제주 서귀포시,일반,20210809
[감귤]하우스감귤,6kg,없음,396000,제주 서귀포시,일반,20210809
[감귤]하우스감귤,6kg,없음,39600,제주 서귀포시,일반,20210809
[감귤]하우스감귤,6kg,없음,38400,제주 서귀포시,일반,20210809
[감귤]하우스감귤,10kg,특(1등),66000,제주 서귀포시,일반,20210809
[감귤]하우스감귤,10kg,특(1등),64000,제주 서귀포시,일반,20210809
[감귤]하우스감귤,9.6kg,특(1등),78000,제주 서귀포시,일반,20210809
[감귤]하우스감귤,3kg,특(1등),29000,제주 서귀포시,일반,20210809
[감귤]하우스감귤,3kg,특(1등),27000,제주 서귀포시,일반,20210809
[감귤]하우스감귤,1.5kg,특(1등),16000,제주 서귀포시,일반,20210809
[감귤]하우스감귤,1.5kg,특(1등),15000,제주 서귀포시,일반,20210809
[감귤]하우스감귤,1kg,특(1등),7000,제주 서귀포시,일반,20210809
[감귤]하우스감귤,3kg,특(1등),21000,제주 서귀포시,일반,20210809
[감귤]하우스감귤,3kg,특(1등),20000,제주 서귀포시,일반,20210809
[감귤]하우스감귤,3kg,특(1등),12000,제주 서귀포시,일반,20210809
[감귤]하우스감귤,9.6kg,특(1등),64000,제주 서귀포시,일반,20210809
[감귤]하우스감귤,9.6kg,특(1등),60000,제주 서귀포시,일반,20210809
[감귤]하우스감귤,9.6kg,특(1등),58400,제주 서귀포시,일반,20210809
[감귤]하우스감귤,6kg,특(1등),28800,제주 서귀포시,일반,20210809
[감귤]하우스감귤,.8kg,특(1등),7000,강원 춘천시,일반,20210809
[감귤]하우스감귤,.5kg,특(1등),3000,강원 춘천시,일반,20210809
[감귤]하우스감귤,3kg,특(1등),23000,제주 제주시,일반,20210809
[감귤]하우스감귤,1.2kg,특(1등),8300,충북 보은군,일반,20210809
[감귤]하우스감귤,.8kg,특(1등),6200,충북 보은군,일반,20210809
[감귤]하우스감귤,3kg,특(1등),26048,충북 음성군,일반,20210809
[감귤]하우스감귤,3kg,특(1등),25168,충북 음성군,일반,20210809
[감귤]하우스감귤,6kg,특(1등),42000,제주 서귀포시,일반,20210809
[감귤]하우스감귤,6kg,특(1등),36000,제주 서귀포시,일반,20210809
[감귤]하우스감귤,6kg,특(1등),31200,제주 서귀포시,일반,20210809
[감귤]하우스감귤,6kg,특(1등),30000,제주 서귀포시,일반,20210809
[감귤]하우스감귤,10kg,특(1등),79000,제주 제주시,일반,20210809
[감귤]하우스감귤,10kg,특(1등),74000,제주 제주시,일반,20210809
[감귤]하우스감귤,3kg,특(1등),24000,제주 제주시,일반,20210809
[감귤]하우스감귤,6kg,특(1등),43200,제주,일반,20210809
[무]열무,8kg,특(1등),8400,경기 포천시,일반,20210809
[감귤]하우스감귤,6kg,특(1등),42000,제주,일반,20210809
[감귤]하우스감귤,6kg,특(1등),39600,제주,일반,20210809
[감귤]하우스감귤,6kg,특(1등),33600,제주,일반,20210809
[감귤]하우스감귤,3kg,특(1등),15000,제주,일반,20210809
[감귤]하우스감귤,3kg,특(1등),14000,제주,일반,20210809
[감귤]하우스감귤,3kg,특(1등),26000,제주,일반,20210809
[감귤]하우스감귤,3kg,특(1등),24000,제주,일반,20210809
[감귤]하우스감귤,6kg,특(1등),46800,제주 서귀포시,일반,20210809
[감귤]하우스감귤,6kg,특(1등),45600,제주 서귀포시,일반,20210809
[감귤]하우스감귤,6kg,특(1등),44400,제주 서귀포시,일반,20210809
[감귤]하우스감귤,6kg,특(1등),39600,제주 서귀포시,일반,20210809
[감귤]하우스감귤,6kg,특(1등),38400,제주 서귀포시,일반,20210809
[감귤]하우스감귤,6kg,특(1등),27600,제주 서귀포시,일반,20210809
[감귤]하우스감귤,6kg,특(1등),43200,제주 서귀포시,일반,20210809
[감귤]하우스감귤,5kg,특(1등),16000,제주 서귀포시,일반,20210809
[감귤]하우스감귤,3kg,특(1등),14000,제주 서귀포시,일반,20210809
[감귤]하우스감귤,10.4kg,특(1등),61100,제주 서귀포시,일반,20210809
[감귤]하우스감귤,8kg,특(1등),43200,제주 서귀포시,일반,20210809
[감귤]하우스감귤,10kg,특(1등),80000,제주 서귀포시,일반,20210809
[감귤]하우스감귤,3kg,특(1등),24000,제주 서귀포시,일반,20210809
[감귤]하우스감귤,3kg,특(1등),19000,제주 서귀포시,일반,20210809
[감귤]하우스감귤,3kg,특(1등),18000,제주 서귀포시,일반,20210809
[감귤]하우스감귤,3kg,특(1등),17000,제주 서귀포시,일반,20210809
[감귤]하우스감귤,3kg,특(1등),16000,제주 서귀포시,일반,20210809
[감귤]하우스감귤,5kg,특(1등),21000,제주 서귀포시,일반,20210809
[감귤]하우스감귤,5kg,특(1등),19000,제주 서귀포시,일반,20210809
[감귤]하우스감귤,5kg,특(1등),12000,제주 서귀포시,일반,20210809
[감귤]하우스감귤,5kg,특(1등),10000,제주 서귀포시,일반,20210809
[감귤]황금향(만감),3kg,특(1등),34500,제주 제주시,일반,20210809
[감자](햇감자)감자,20kg,특(1등),8500,강원 인제군,일반,20210809
[감자](햇감자)감자,20kg,특(1등),11000,충남 서산시,일반,20210809
[감자](햇감자)감자,20kg,특(1등),5000,강원 인제군,일반,20210809
[감자](햇감자)감자,20kg,특(1등),14000,강원 인제군,일반,20210809
[감자](햇감자)감자,20kg,특(1등),31000,강원 평창군,일반,20210809
[감자](햇감자)감자,20kg,특(1등),26000,강원 평창군,일반,20210809
[감자](햇감자)감자,20kg,특(1등),18000,강원 평창군,일반,20210809
[감자](햇감자)감자,20kg,특(1등),12000,강원 평창군,일반,20210809
[감자](햇감자)감자,20kg,특(1등),9000,강원 평창군,일반,20210809
[감자](햇감자)감자,20kg,특(1등),5000,강원 평창군,일반,20210809
[감자](햇감자)감자,20kg,특(1등),4000,강원 평창군,일반,20210809
[감자](햇감자)감자,20kg,특(1등),30000,강원 평창군,일반,20210809
[감자](햇감자)감자,20kg,특(1등),29000,강원 평창군,일반,20210809
[감자](햇감자)감자,20kg,특(1등),19000,강원 평창군,일반,20210809
[감자](햇감자)감자,20kg,특(1등),5000,경기 여주시,일반,20210809
[감자](햇감자)감자,20kg,특(1등),30000,경기 여주시,일반,20210809
[감자](햇감자)감자,20kg,특(1등),29000,경기 여주시,일반,20210809
[감자](햇감자)감자,20kg,특(1등),22000,경기 여주시,일반,20210809
[감자](햇감자)감자,20kg,특(1등),13000,경기 여주시,일반,20210809
[감자](햇감자)감자,20kg,특(1등),8000,경북 구미시,일반,20210809
[감자](햇감자)감자,20kg,특(1등),35000,경북 구미시,일반,20210809
[감자](햇감자)감자,20kg,특(1등),33000,경북 구미시,일반,20210809
[감자](햇감자)감자,20kg,특(1등),26000,경북 구미시,일반,20210809
[감자](햇감자)감자,20kg,특(1등),4000,전북 남원시,일반,20210809
[감자](햇감자)감자,20kg,특(1등),33000,전북 남원시,일반,20210809
[감자](햇감자)감자,20kg,특(1등),32000,전북 남원시,일반,20210809
[감자](햇감자)감자,20kg,특(1등),22000,전북 남원시,일반,20210809
[감자](햇감자)감자,20kg,특(1등),10000,전북 남원시,일반,20210809
[감자](햇감자)감자,20kg,특(1등),7500,충남 서산시,일반,20210809
[감자](햇감자)감자,20kg,특(1등),4000,충남 서산시,일반,20210809
[감자](햇감자)감자,20kg,특(1등),11000,강원 인제군,일반,20210809
[감자]감자,10kg,특(1등),4500,강원도 평창군,일반,20210809
[감자]감자,10kg,9등(등외),3500,강원도 평창군,일반,20210809
[감자]감자,10kg,특(1등),16000,강원도 평창군,일반,20210809
[감자]감자,10kg,특(1등),15500,강원도 평창군,일반,20210809
[감자]감자,10kg,특(1등),15000,강원도 평창군,일반,20210809
[감자]감자,20kg,특(1등),34000,강원도 평창군,일반,20210809
[감자]감자,20kg,특(1등),33500,강원도 평창군,일반,20210809
[감자]감자,20kg,특(1등),33000,강원도 평창군,일반,20210809
[감자]감자,20kg,특(1등),26000,강원도 평창군,일반,20210809
[감자]감자,20kg,상(2등),15000,강원도 평창군,일반,20210809
[감자]감자,10kg,상(2등),9500,충남 서산시,일반,20210809
[감자]감자,10kg,상(2등),9000,충남 서산시,일반,20210809
[감자]감자,10kg,4등,7000,충남 서산시,일반,20210809
[감자]감자,10kg,보통(3등),5500,충남 서산시,일반,20210809
[감자]감자,10kg,특(1등),16000,충남 서산시,일반,20210809
[감자]감자,10kg,특(1등),15500,충남 서산시,일반,20210809
[감자]감자,10kg,특(1등),14000,충남 서산시,일반,20210809
[감자]감자,10kg,특(1등),9000,강원도 평창군,일반,20210809
[감자]감자(감자),10kg,9등(등외),15500,,일반,20210809
[감자]감자(감자),10kg,9등(등외),15500,,일반,20210809
[감자]감자(감자),10kg,9등(등외),15500,,일반,20210809
[감자]감자(감자),10kg,9등(등외),12000,,일반,20210809
[감자]감자(감자),10kg,9등(등외),12000,,일반,20210809
[감자]감자(감자),10kg,9등(등외),6000,강원 평창군,일반,20210809
[감자]감자(감자),10kg,9등(등외),16000,강원 평창군,일반,20210809
[감자]감자(감자),10kg,9등(등외),14000,강원 평창군,일반,20210809
[감자]감자(감자),10kg,9등(등외),11000,강원 평창군,일반,20210809
[감자]감자(감자),10kg,9등(등외),9000,경기 파주시,일반,20210809
[감자]감자(감자),10kg,9등(등외),12000,경기 파주시,일반,20210809
[감자]감자(감자),10kg,9등(등외),11000,경기 파주시,일반,20210809
[감자]감자(감자),10kg,9등(등외),15500,경북 의성군,일반,20210809
[감자]감자(감자),10kg,9등(등외),12000,경북 의성군,일반,20210809
[감자]감자(감자),10kg,9등(등외),15500,,일반,20210809
[감자]감자(감자),10kg,9등(등외),15500,,일반,20210809
[감자]감자(기타),20kg,특(1등),22000,강원 정선군,일반,20210809
[감자]감자(기타),20kg,특(1등),18000,강원 정선군,일반,20210809
[감자]감자(기타),20kg,보통(3등),7000,강원 정선군,일반,20210809
[감자]감자(기타),20kg,특(1등),16500,강원 정선군,일반,20210809
[감자]감자(기타),20kg,특(1등),11000,강원 정선군,일반,20210809
[감자]감자(기타),20kg,특(1등),27000,강원 정선군,일반,20210809
[감자]감자(기타),20kg,보통(3등),3000,강원 정선군,일반,20210809
[감자]감자(기타),20kg,특(1등),5000,강원 정선군,일반,20210809
[감자]감자(기타),20kg,없음,5000,강원 정선군,일반,20210809
[감자]감자(기타),20kg,특(1등),14500,강원 인제군,일반,20210809
[감자]감자(기타),20kg,특(1등),24000,강원 인제군,일반,20210809
[감자]감자(기타),20kg,특(1등),27000,강원 인제군,일반,20210809
[감자]감자(기타),20kg,특(1등),10000,강원 정선군,일반,20210809
[감자]감자(기타),20kg,특(1등),14000,강원 정선군,일반,20210809
[감자]감자(기타),20kg,특(1등),23000,강원 정선군,일반,20210809
[감자]감자(두백),20kg,특(1등),22000,강원 평창군,일반,20210809
[감자]감자(두백),20kg,특(1등),13500,강원 평창군,일반,20210809
[감자]감자(두백),20kg,보통(3등),12000,강원 평창군,일반,20210809
[감자]감자(두백),20kg,상(2등),6000,강원 평창군,일반,20210809
[감자]감자(두백),20kg,특(1등),5500,강원 평창군,일반,20210809
[감자]감자(두백),20kg,특(1등),34000,강원 평창군,일반,20210809
[감자]감자(두백),20kg,9등(등외),30000,강원 평창군,일반,20210809
[감자]감자(두백),20kg,특(1등),30500,강원 평창군,일반,20210809
[감자]감자(두백),20kg,특(1등),31000,강원 평창군,일반,20210809
[감자]감자(두백),20kg,9등(등외),9000,강원 평창군,일반,20210809
[감자]감자(두백),20kg,특(1등),14000,강원 평창군,일반,20210809
[감자]감자(두백),20kg,특(1등),20000,강원 평창군,일반,20210809
[감자]감자(두백),20kg,특(1등),25000,강원 평창군,일반,20210809
[감자]감자(두백),20kg,특(1등),32000,강원 평창군,일반,20210809
[감자]감자(두백),20kg,9등(등외),34000,강원 평창군,일반,20210809
[감자]감자(두백),20kg,특(1등),36000,강원 평창군,일반,20210809
[감자]감자(두백),10kg,특(1등),12500,강원 평창군,일반,20210809
[감자]감자(두백),10kg,특(1등),14500,강원 평창군,일반,20210809
[감자]감자(두백),10kg,9등(등외),2000,강원 평창군,일반,20210809
[감자]감자(두백),10kg,특(1등),5000,강원 평창군,일반,20210809
[감자]감자(두백),10kg,특(1등),9000,강원 평창군,일반,20210809
[감자]감자(두백),20kg,특(1등),3000,강원 평창군,일반,20210809
[감자]감자(두백),20kg,특(1등),21000,강원 평창군,일반,20210809
[감자]감자(두백),20kg,특(1등),12000,강원 평창군,일반,20210809
[감자]감자(햇수미),20kg,보통(3등),8000,강원 평창군,일반,20210809
[감자]감자(햇수미),20kg,특(1등),6000,강원 평창군,일반,20210809
[감자]감자(햇수미),20kg,특(1등),34000,강원 평창군,일반,20210809
[감자]감자(햇수미),20kg,특(1등),33000,강원 평창군,일반,20210809
[감자]감자(햇수미),20kg,특(1등),23000,강원 평창군,일반,20210809
[감자]감자(햇수미),20kg,특(1등),4500,강원 양구군,일반,20210809
[감자]감자(햇수미),20kg,특(1등),28500,강원 양구군,일반,20210809
[감자]감자(햇수미),20kg,9등(등외),25000,강원 양구군,일반,20210809
[감자]감자(햇수미),20kg,특(1등),23000,강원 양구군,일반,20210809
[감자]감자(햇수미),20kg,특(1등),12000,강원 횡성군,일반,20210809
[감자]감자(햇수미),20kg,특(1등),27000,경남 밀양시,일반,20210809
[감자]감자(햇수미),20kg,특(1등),23000,경남 밀양시,일반,20210809
[감자]감자(햇수미),20kg,특(1등),6500,전남 영암군,일반,20210809
[감자]감자(햇수미),20kg,보통(3등),5000,전남 영암군,일반,20210809
[감자]감자(햇수미),20kg,9등(등외),46000,전남 영암군,일반,20210809
[감자]감자(햇수미),10kg,특(1등),16000,전남 영암군,일반,20210809
[감자]감자(햇수미),10kg,특(1등),14500,전남 영암군,일반,20210809
[감자]감자(햇수미),10kg,특(1등),12000,전남 영암군,일반,20210809
[감자]감자(햇수미),20kg,상(2등),10500,전남 영암군,일반,20210809
[감자]감자(햇수미),10kg,특(1등),10000,전남 영암군,일반,20210809
[감자]감자(햇수미),10kg,특(1등),9500,충남 서산시,일반,20210809
[감자]감자(햇수미),10kg,보통(3등),6000,충남 서산시,일반,20210809
[감자]감자(햇수미),10kg,보통(3등),3000,충남 서산시,일반,20210809
[감자]감자(햇수미),10kg,특(1등),13000,충남 서산시,일반,20210809
[감자]감자(햇수미),10kg,특(1등),11500,충남 서산시,일반,20210809
[감자]감자(햇수미),20kg,특(1등),16000,강원 양구군,일반,20210809
[감자]감자(햇수미),20kg,특(1등),12000,강원 양구군,일반,20210809
[감자]감자(햇수미),20kg,특(1등),10000,강원 양구군,일반,20210809
[감자]감자(햇수미),20kg,특(1등),8500,강원 양구군,일반,20210809
[감자]감자(햇수미),20kg,특(1등),4000,강원 양구군,일반,20210809
[감자]감자(햇수미),20kg,특(1등),32000,강원 인제군,일반,20210809
[감자]감자(햇수미),20kg,특(1등),30000,강원 인제군,일반,20210809
[감자]감자(햇수미),20kg,특(1등),20000,강원 인제군,일반,20210809
[감자]감자(햇수미),20kg,상(2등),2000,강원 인제군,일반,20210809
[감자]감자(햇수미),20kg,특(1등),11000,강원 인제군,일반,20210809
[감자]감자(햇수미),20kg,특(1등),28500,강원 춘천시,일반,20210809
[감자]감자(햇수미),20kg,특(1등),23000,강원 춘천시,일반,20210809
[감자]감자(햇수미),20kg,특(1등),19000,강원 춘천시,일반,20210809
[감자]감자(햇수미),20kg,상(2등),14000,강원 춘천시,일반,20210809
[감자]감자(햇수미),20kg,9등(등외),31000,강원 춘천시,일반,20210809
[감자]감자(햇수미),20kg,특(1등),30500,강원 춘천시,일반,20210809
[감자]감자(햇수미),20kg,특(1등),26000,강원 춘천시,일반,20210809
[감자]감자(햇수미),20kg,특(1등),16000,강원 춘천시,일반,20210809
[감자]감자(햇수미),20kg,9등(등외),51000,강원 평창군,일반,20210809
[감자]감자(햇수미),20kg,특(1등),25000,강원 평창군,일반,20210809
[감자]감자(햇수미),20kg,특(1등),16500,강원 평창군,일반,20210809
[감자]감자(햇수미),20kg,9등(등외),43000,강원 평창군,일반,20210809
[감자]감자(햇수미),20kg,특(1등),22000,강원 평창군,일반,20210809
[감자]감자(햇수미),20kg,특(1등),8500,강원 평창군,일반,20210809
[감자]감자(햇수미),20kg,보통(3등),3000,강원 평창군,일반,20210809
[감자]감자(햇수미),20kg,특(1등),27000,강원 평창군,일반,20210809
[감자]감자(햇수미),20kg,특(1등),18000,강원 평창군,일반,20210809
[감자]감자(햇수미),20kg,특(1등),7500,강원 평창군,일반,20210809
[감자]감자(햇수미),20kg,9등(등외),25000,강원 평창군,일반,20210809
[감자]감자(햇수미),20kg,특(1등),20000,강원 평창군,일반,20210809
[감자]감자(햇수미),20kg,특(1등),13000,강원 평창군,일반,20210809
[감자]감자(햇수미),20kg,9등(등외),36500,강원 평창군,일반,20210809
[감자]감자(햇수미),20kg,특(1등),30000,강원 평창군,일반,20210809
[감자]감자(햇수미),20kg,특(1등),29000,강원 평창군,일반,20210809
[감자]감자(햇수미),20kg,특(1등),19000,강원 평창군,일반,20210809
[감자]감자(햇수미),20kg,특(1등),10000,강원 평창군,일반,20210809
[감자]감자(햇수미),20kg,특(1등),25000,강원 횡성군,일반,20210809
[감자]감자(햇수미),20kg,9등(등외),25000,강원 횡성군,일반,20210809
[감자]감자(햇수미),20kg,특(1등),23500,강원 횡성군,일반,20210809
[감자]감자(햇수미),20kg,보통(3등),14000,강원 횡성군,일반,20210809
[감자]감자(햇수미),20kg,특(1등),4500,강원 횡성군,일반,20210809
[감자]감자(햇수미),20kg,9등(등외),26000,강원 횡성군,일반,20210809
[감자]감자(햇수미),20kg,특(1등),22500,강원 횡성군,일반,20210809
[감자]수미(슈페리어),20kg,특(1등),10500,충남 당진시,일반,20210809
[감자]수미(슈페리어),20kg,특(1등),34000,강원 평창군,일반,20210809
[감자]수미(슈페리어),20kg,특(1등),33500,강원 평창군,일반,20210809
[감자]수미(슈페리어),20kg,특(1등),32500,강원 평창군,일반,20210809
[감자]수미(슈페리어),20kg,특(1등),32000,강원 평창군,일반,20210809
[감자]수미(슈페리어),20kg,특(1등),26500,강원 평창군,일반,20210809
[감자]수미(슈페리어),20kg,특(1등),26000,강원 평창군,일반,20210809
[감자]수미(슈페리어),20kg,특(1등),17000,강원 평창군,일반,20210809
[감자]수미(슈페리어),20kg,특(1등),15000,강원 평창군,일반,20210809
[감자]수미(슈페리어),20kg,보통(3등),6000,강원 홍천군,일반,20210809
[감자]수미(슈페리어),20kg,특(1등),30000,강원 홍천군,일반,20210809
[감자]수미(슈페리어),20kg,특(1등),28000,강원 홍천군,일반,20210809
[감자]수미(슈페리어),20kg,없음,26000,강원 홍천군,일반,20210809
[감자]수미(슈페리어),20kg,특(1등),25000,강원 홍천군,일반,20210809
[감자]수미(슈페리어),20kg,상(2등),15000,강원 홍천군,일반,20210809
[감자]수미(슈페리어),20kg,보통(3등),8000,충남 당진시,일반,20210809
[감자]수미(슈페리어),20kg,없음,8000,충남 당진시,일반,20210809
[감자]수미(슈페리어),20kg,보통(3등),6500,충남 당진시,일반,20210809
[감자]수미(슈페리어),20kg,특(1등),32000,충남 당진시,일반,20210809
[감자]수미(슈페리어),20kg,특(1등),31500,충남 당진시,일반,20210809
[감자]수미(슈페리어),20kg,특(1등),17000,충남 당진시,일반,20210809
[감자]수미(슈페리어),20kg,특(1등),15500,충남 당진시,일반,20210809
[감자]수미(저장),2kg,특(1등),3200,경기 여주시,일반,20210809
[감자]수미(저장),1kg,특(1등),1800,경기 여주시,일반,20210809
[감자]수미(햇),20kg,특(1등),33000,강원 원주시,일반,20210809
[감자]수미(햇),10kg,특(1등),10000,충남 서산시,일반,20210809
[감자]수미(햇),20kg,특(1등),19000,강원 원주시,일반,20210809
[감자]수미(햇),20kg,특(1등),31000,강원 인제군,일반,20210809
[감자]수미(햇),20kg,특(1등),30000,강원 인제군,일반,20210809
[감자]수미(햇),20kg,특(1등),21000,강원 인제군,일반,20210809
[감자]수미(햇),20kg,특(1등),16000,강원 인제군,일반,20210809
[감자]수미(햇),20kg,특(1등),7000,강원 평창군,일반,20210809
[감자]수미(햇),20kg,특(1등),33500,강원 평창군,일반,20210809
[감자]수미(햇),20kg,특(1등),32000,강원 평창군,일반,20210809
[감자]수미(햇),20kg,특(1등),14500,강원 평창군,일반,20210809
[감자]수미(햇),20kg,특(1등),10000,강원 평창군,일반,20210809
[감자]수미(햇),20kg,특(1등),8000,강원 평창군,일반,20210809
[감자]수미(햇),20kg,특(1등),22000,강원 평창군,일반,20210809
[감자]수미(햇),20kg,특(1등),6000,강원 평창군,일반,20210809
[감자]수미(햇),20kg,특(1등),29000,강원 평창군,일반,20210809
[감자]수미(햇),20kg,특(1등),20000,강원 평창군,일반,20210809
[감자]수미(햇),20kg,특(1등),13000,강원 평창군,일반,20210809
[감자]수미(햇),20kg,특(1등),37000,강원 평창군,일반,20210809
[감자]수미(햇),20kg,특(1등),30000,강원 평창군,일반,20210809
[감자]수미(햇),20kg,특(1등),21000,강원 평창군,일반,20210809
[감자]수미(햇),20kg,특(1등),9000,강원 평창군,일반,20210809
[감자]수미(햇),20kg,특(1등),24000,강원 평창군,일반,20210809
[감자]수미(햇),20kg,특(1등),18000,강원 평창군,일반,20210809
[감자]수미(햇),20kg,특(1등),15000,강원 평창군,일반,20210809
[감자]수미(햇),20kg,특(1등),31000,강원 평창군,일반,20210809
[감자]수미(햇),20kg,특(1등),28000,강원 평창군,일반,20210809
[감자]수미(햇),20kg,특(1등),7000,충남 당진시,일반,20210809
[감자]수미(햇),20kg,특(1등),33500,충남 당진시,일반,20210809
[감자]수미(햇),20kg,특(1등),32000,충남 당진시,일반,20210809
[감자]수미(햇),20kg,특(1등),21000,충남 당진시,일반,20210809
[감자]수미(햇),20kg,특(1등),14500,충남 당진시,일반,20210809
[감자]수미(햇),20kg,특(1등),14000,충남 당진시,일반,20210809
[감자]수미(햇),10kg,특(1등),8000,충남 서산시,일반,20210809
[감자]수미(햇),10kg,특(1등),14500,충남 서산시,일반,20210809
[감자]수미(햇),10kg,특(1등),13500,충남 서산시,일반,20210809
[감자]수미(햇),10kg,특(1등),13000,충남 서산시,일반,20210809
[감자]수미(햇),20kg,특(1등),30000,강원 원주시,일반,20210809
[감자]수미(햇감자),20kg,특(1등),31500,강원 횡성군,일반,20210809
[감자]수미(햇감자),20kg,특(1등),23000,강원 횡성군,일반,20210809
[감자]수미(햇감자),20kg,특(1등),21000,강원 횡성군,일반,20210809
[감자]수미(햇감자),20kg,특(1등),31000,경남 밀양시,일반,20210809
[감자]수미(햇감자),20kg,특(1등),30000,경남 밀양시,일반,20210809
[감자]수미(햇감자),20kg,특(1등),26500,경남 밀양시,일반,20210809
[감자]수미(햇감자),20kg,특(1등),4000,경남 창녕군,일반,20210809
[감자]수미(햇감자),20kg,특(1등),31000,경남 창녕군,일반,20210809
[감자]수미(햇감자),20kg,특(1등),3000,경남 창녕군,일반,20210809
[감자]수미(햇감자),20kg,특(1등),22000,경남 창녕군,일반,20210809
[감자]수미(햇감자),20kg,상(2등),14500,경남 창녕군,일반,20210809
[감자]수미(햇감자),20kg,보통(3등),10000,경남 창녕군,일반,20210809
[감자]수미(햇감자),20kg,특(1등),1000,경남 창녕군,일반,20210809
[감자]수미(햇감자),20kg,특(1등),39000,경북 상주시,일반,20210809
[감자]수미(햇감자),20kg,특(1등),35500,경북 상주시,일반,20210809
[감자]수미(햇감자),20kg,특(1등),30500,경북 상주시,일반,20210809
[감자]수미(햇감자),20kg,특(1등),4000,전남 보성군,일반,20210809
[감자]수미(햇감자),20kg,보통(3등),2000,전남 보성군,일반,20210809
[감자]수미(햇감자),20kg,특(1등),14000,전남 보성군,일반,20210809
[감자]수미(햇감자),20kg,특(1등),7000,충남 당진시,일반,20210809
[감자]수미(햇감자),20kg,4등,2500,충남 당진시,일반,20210809
[감자]수미(햇감자),20kg,특(1등),13500,충남 당진시,일반,20210809
[감자]수미(햇감자),20kg,상(2등),10000,충남 당진시,일반,20210809
[감자]수미(햇감자),20kg,보통(3등),7000,충남 당진시,일반,20210809
[감자]수미(햇감자),20kg,특(1등),33000,충남 당진시,일반,20210809
[감자]수미(햇감자),20kg,특(1등),32000,충남 당진시,일반,20210809
[감자]수미(햇감자),20kg,특(1등),21000,충남 당진시,일반,20210809
[감자]수미(햇감자),20kg,보통(3등),16000,충남 당진시,일반,20210809
[감자]수미(햇감자),20kg,특(1등),15500,충남 당진시,일반,20210809
[감자]수미(햇감자),10kg,보통(3등),7000,충남 당진시,일반,20210809
[감자]수미(햇감자),10kg,특(1등),6000,충남 당진시,일반,20210809
[감자]수미(햇감자),10kg,4등,2500,충남 당진시,일반,20210809
[감자]수미(햇감자),10kg,특(1등),15500,충남 당진시,일반,20210809
[감자]수미(햇감자),10kg,특(1등),13000,충남 당진시,일반,20210809
[감자]수미(햇감자),10kg,상(2등),10000,충남 당진시,일반,20210809
[감자]수미(햇감자),20kg,특(1등),15000,강원 평창군,일반,20210809
[감자]수미(햇감자),20kg,특(1등),11500,강원 평창군,일반,20210809
[감자]수미(햇감자),20kg,특(1등),37000,강원 평창군,일반,20210809
[감자]수미(햇감자),20kg,특(1등),33500,강원 평창군,일반,20210809
[감자]수미(햇감자),20kg,특(1등),25000,강원 평창군,일반,20210809
[감자]수미(햇감자),20kg,특(1등),18500,강원 평창군,일반,20210809
[감자]수미(햇감자),20kg,특(1등),30000,강원 평창군,일반,20210809
[감자]수미(햇감자),20kg,특(1등),21000,강원 평창군,일반,20210809
[감자]수미(햇감자),20kg,특(1등),9000,강원 인제군,일반,20210809
[감자]수미(햇감자),20kg,특(1등),33000,강원 인제군,일반,20210809
[감자]수미(햇감자),20kg,특(1등),32000,강원 인제군,일반,20210809
[감자]수미(햇감자),20kg,특(1등),30000,강원 인제군,일반,20210809
